노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
1082,명성운수종점 - 내유동차고지(미정차),75,화정동단독주택단지,0,0,24,31,62,0,0,0,7,0,0,29,38,67,67,38,48,40,29,17,26,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),76,명지병원.은빛마을5단지,0,0,0,29,52,19,21,2,12,0,0,13,40,67,64,45,50,31,27,29,19,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),77,화정1동행정복지센터,0,0,0,26,50,0,0,0,0,19,31,16,43,64,50,18,48,26,19,26,17,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),78,고양어울림누리.달빛마을1단지,0,0,0,29,50,0,0,5,10,17,0,13,40,0,67,36,45,38,29,0,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),79,성사2동행정복지센터,0,0,0,29,52,5,10,0,0,14,24,19,38,57,69,29,0,33,17,19,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),80,고양시청,0,0,0,36,57,17,19,26,14,26,17,29,43,69,71,40,43,38,29,24,19,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),81,원릉역,0,0,0,0,0,0,0,0,5,0,0,0,0,67,69,38,0,36,0,0,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),82,윗배다리,0,0,0,38,26,7,0,7,0,24,0,0,45,69,64,31,40,38,33,12,17,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),83,부대앞,0,0,0,38,26,7,0,7,0,24,0,0,45,69,64,31,40,38,33,12,17,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),84,왕릉골,0,0,0,0,24,0,0,24,0,14,0,0,26,50,67,36,33,0,0,0,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),85,삼릉역,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),86,청대골,0,0,0,36,52,10,0,0,0,0,0,0,0,71,0,33,36,36,0,0,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),87,쥬쥬테마동물원,0,0,0,29,48,4,0,0,9,19,0,0,0,0,71,0,21,36,0,0,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),88,벽제교삼거리,0,0,0,0,0,0,0,0,7,0,0,0,48,45,71,0,19,31,31,0,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),89,관산삼거리,0,0,0,24,45,0,0,5,21,12,0,24,0,43,74,0,29,33,24,0,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),90,두포동.관산동성당,0,0,0,0,0,14,7,10,2,17,0,2,43,0,0,52,38,31,29,19,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),91,가장동,0,0,0,31,12,14,5,17,19,7,21,17,33,69,69,43,36,26,26,17,12,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),92,고골입구,0,0,0,26,36,12,5,5,14,19,19,12,29,62,62,29,31,21,21,14,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),93,서울시립고양병원입구,0,0,0,24,33,5,5,0,0,5,12,0,24,29,60,26,29,24,21,2,2,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),94,내유초등학교앞,0,0,0,14,29,0,0,0,0,0,17,0,21,0,55,19,24,17,19,0,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),95,윗내유동.희망양로원,0,0,0,19,21,2,2,0,0,12,14,7,17,24,43,17,29,19,14,14,10,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),96,중간내유동,0,0,0,17,2,0,0,2,2,0,0,0,0,5,36,10,17,14,12,10,7,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),97,내유동,0,0,0,7,10,10,0,0,10,10,12,5,0,17,36,5,26,0,7,7,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),98,신성슈퍼앞,0,0,0,14,0,7,0,0,0,0,10,5,12,14,29,14,24,12,12,0,7,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),99,명성운수종점,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1082,명성운수종점 - 내유동차고지(미정차),100,내유동차고지(미정차),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,0,외국어대학교,0,0,0,0,0,0,10,11,20,13,62,13,39,41,7,10,11,7,17,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,1,외국어대학교(미정차),0,0,0,0,0,0,10,11,20,13,62,13,39,41,7,10,11,7,17,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,2,외국어대학교기숙사,0,2,0,0,0,2,12,10,22,24,31,18,46,24,40,14,16,4,24,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,3,외대.모현빌라,0,2,5,7,2,7,14,0,24,15,35,13,54,43,45,17,24,11,35,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,4,외국어대입구,0,5,13,15,4,0,17,14,26,26,38,64,57,26,50,14,31,13,37,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,5,외대사거리.왕산교,0,5,20,24,11,10,7,17,20,0,40,17,38,48,0,17,38,20,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,6,신안아파트,0,7,28,28,15,17,21,19,20,12,0,20,43,54,13,0,19,9,39,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,7,하마산.불영사,0,0,30,21,20,10,0,0,22,28,0,0,40,59,14,20,0,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,8,모현초등학교,0,0,14,24,2,14,0,0,0,0,0,17,61,30,0,22,0,0,37,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,9,매산사거리,0,0,33,26,15,17,0,0,24,17,37,15,0,0,52,0,0,15,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,10,문형2통.오포하수처리장,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,22,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,11,문형삼거리,0,7,19,29,11,0,19,0,28,0,43,62,61,57,0,0,0,24,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,12,문형2통.영진빌라,0,12,22,35,13,19,26,0,30,33,0,0,48,30,17,0,36,17,13,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,13,문형동잣나무골,0,9,24,39,15,21,0,17,0,19,36,0,39,0,55,0,24,26,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,14,문형4통.수렁개,0,14,36,46,17,24,17,0,35,0,45,0,55,33,0,17,0,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,15,문형3통.되치미,0,17,40,33,24,29,0,0,0,0,0,0,57,33,0,0,0,0,35,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,16,동서울공업사.시안정문,0,0,0,0,11,0,0,0,0,0,48,0,0,59,64,24,24,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,17,오포장례식장.주성엔지니어링,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,18,시안.엘리시움,0,0,0,0,0,0,0,29,39,24,50,41,0,61,0,0,0,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,19,인성가스충전소,0,21,45,52,41,38,31,31,41,26,57,64,60,0,67,21,13,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,20,능평리회전교차로,0,24,50,62,48,0,31,7,0,28,0,0,57,35,0,26,0,24,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,21,능골삼거리,0,31,62,74,57,43,40,33,46,30,45,64,60,59,74,0,31,22,35,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,22,오포베르빌아파트,0,36,60,71,63,50,36,36,48,30,0,43,28,61,26,24,33,20,37,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,23,창뜰마을입구.한토이,0,38,62,74,70,55,43,0,24,33,0,0,57,0,26,0,14,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,24,능평동복합문화시설,0,45,64,85,74,55,0,11,33,0,60,67,33,0,76,0,0,22,13,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,25,수레실.오포롯데캐슬,0,55,79,93,89,57,50,43,39,33,43,71,35,63,28,26,19,0,33,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,26,용상골현대아파트,0,60,88,96,96,60,52,0,41,35,0,27,33,0,28,29,0,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,27,능평119안전센터,0,69,95,98,98,48,64,18,46,36,0,48,62,0,79,0,0,0,15,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,28,광명초등학교,0,74,98,95,96,0,69,45,0,0,40,74,35,61,0,28,0,0,35,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,29,신현동행정복지센터,0,83,95,98,96,0,74,0,48,38,69,36,62,61,79,0,0,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,30,현대모닝사이드1차아파트.새마을입구.신현리,0,90,91,95,98,52,81,62,46,43,71,76,64,67,76,0,0,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,31,율동공원라폴리움,0,46,93,0,70,0,33,0,0,45,0,74,0,0,0,31,0,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,32,태재고개,0,48,98,96,98,59,95,81,48,48,74,52,40,70,74,31,21,29,0,35,0,0,0,0,
1150,외국어대학교 - 한국외대종점,33,건영빌라.분당요한성당.장안중학교,0,0,67,96,98,63,79,41,0,46,76,76,69,63,39,30,36,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,34,율동공원,0,50,95,98,93,0,0,0,40,0,74,54,0,0,0,0,0,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,35,장안타운입구.한신빌라,0,0,0,95,98,65,86,88,43,0,50,74,74,61,71,0,0,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,36,임광아파트정문.효자촌입구.분당중앙교회,0,52,0,96,98,65,0,0,50,50,74,76,76,72,74,33,26,22,0,30,0,0,0,0,
1150,외국어대학교 - 한국외대종점,37,서현중학교,0,79,98,93,98,63,93,41,48,48,71,74,74,61,76,30,24,26,17,28,0,0,0,0,
1150,외국어대학교 - 한국외대종점,38,양현보도육교,0,79,79,93,98,67,93,93,46,48,48,57,76,63,30,33,19,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,39,이매촌한신.서현역.AK프라자,0,69,98,98,96,89,88,93,44,43,60,40,64,63,64,17,22,29,22,24,0,0,0,0,
1150,외국어대학교 - 한국외대종점,40,성남역.백현마을2단지,0,71,98,100,96,87,88,0,0,35,45,71,35,52,62,0,7,17,0,22,0,0,0,0,
1150,외국어대학교 - 한국외대종점,41,백현마을1단지,0,69,90,100,93,91,60,90,0,46,43,0,33,62,60,0,0,0,0,0,0,0,0,0,
1150,외국어대학교 - 한국외대종점,42,판교역.낙생육교.현대백화점,0,55,98,98,96,85,76,93,50,39,36,50,67,85,65,30,38,29,20,17,0,0,0,0,
1150,외국어대학교 - 한국외대종점,43,판교TG(미정차),0,55,98,98,96,85,76,93,50,39,36,50,67,85,65,30,38,29,20,17,0,0,0,0,
1150,외국어대학교 - 한국외대종점,44,금토JC(미정차),0,55,98,98,96,85,76,93,50,39,36,50,67,85,65,30,38,29,20,17,0,0,0,0,
1150,외국어대학교 - 한국외대종점,45,서울진입(미정차),0,55,98,98,96,85,76,93,50,39,36,50,67,85,65,30,38,29,20,17,0,0,0,0,
1150,외국어대학교 - 한국외대종점,46,청계산입구역(미정차),0,55,98,98,96,85,76,93,50,39,36,50,67,85,65,30,38,29,20,17,0,0,0,0,
1150,외국어대학교 - 한국외대종점,47,양재IC(미정차),0,55,98,98,96,85,76,93,50,39,36,50,67,85,65,30,38,29,20,17,0,0,0,0,
1150,외국어대학교 - 한국외대종점,48,서초IC(미정차),0,55,98,98,96,85,76,93,50,39,36,50,67,85,65,30,38,29,20,17,0,0,0,0,
1150,외국어대학교 - 한국외대종점,49,반포IC(미정차),0,55,98,98,96,85,76,93,50,39,36,50,67,85,65,30,38,29,20,17,0,0,0,0,
1150,외국어대학교 - 한국외대종점,50,한남IC(미정차),0,55,98,98,96,85,76,93,50,39,36,50,67,85,65,30,38,29,20,17,0,0,0,0,
1150,외국어대학교 - 한국외대종점,51,순천향대학병원,0,0,74,88,78,80,60,81,44,48,31,48,48,48,67,38,21,33,20,15,0,0,0,0,
1150,외국어대학교 - 한국외대종점,52,한남1고가차도(미정차),0,0,74,88,78,80,60,81,44,48,31,48,48,48,67,38,21,33,20,15,0,0,0,0,
1150,외국어대학교 - 한국외대종점,53,남산1호터널TG(미정차),0,0,74,88,78,80,60,81,44,48,31,48,48,48,67,38,21,33,20,15,0,0,0,0,
1150,외국어대학교 - 한국외대종점,54,남대문세무서.국가인권위원회,0,0,71,67,64,59,50,33,52,35,29,36,33,41,54,28,19,29,17,13,0,0,0,0,
1150,외국어대학교 - 한국외대종점,55,종로2가사거리(중),0,0,26,40,40,41,29,19,31,19,14,31,20,29,35,26,17,27,17,11,0,0,0,0,
1150,외국어대학교 - 한국외대종점,56,을지로입구역.광교,0,0,21,24,26,20,14,14,24,17,12,24,20,31,43,26,7,29,20,9,0,0,0,0,
1150,외국어대학교 - 한국외대종점,57,북창동.남대문시장,0,0,19,14,12,11,13,7,21,24,9,21,26,29,43,21,0,14,5,9,0,0,0,0,
1150,외국어대학교 - 한국외대종점,58,숭례문(미정차),0,0,19,14,12,11,13,7,21,24,9,21,26,29,43,21,0,14,5,9,0,0,0,0,
1150,외국어대학교 - 한국외대종점,59,서울역버스환승센터(5번승강장)(중),0,0,14,43,20,14,20,17,19,24,11,24,46,33,52,24,12,24,26,20,0,0,0,0,
1150,외국어대학교 - 한국외대종점,60,서울역교차로(미정차),0,0,14,43,20,14,20,17,19,24,11,24,46,33,52,24,12,24,26,20,0,0,0,0,
1150,외국어대학교 - 한국외대종점,61,숭례문,0,0,17,45,24,17,22,19,0,9,13,15,26,39,33,33,17,11,29,15,0,0,0,0,
1150,외국어대학교 - 한국외대종점,62,숭례문교차로(미정차),0,0,17,45,24,17,22,19,0,9,13,15,26,39,33,33,17,11,29,15,0,0,0,0,
1150,외국어대학교 - 한국외대종점,63,남대문로3가(미정차),0,0,17,45,24,17,22,19,0,9,13,15,26,39,33,33,17,11,29,15,0,0,0,0,
1150,외국어대학교 - 한국외대종점,64,명동입구,0,0,20,55,30,31,24,24,17,29,17,31,54,63,80,54,31,47,48,28,0,0,0,0,
1150,외국어대학교 - 한국외대종점,65,남대문세무서(중),0,0,28,74,33,36,33,40,15,36,30,36,74,91,98,96,57,78,90,30,0,0,0,0,
1150,외국어대학교 - 한국외대종점,66,남산1호터널TG(미정차),0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,43,0,0,0,0,0,
